city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Hüttisheim,48.2797,9.9428,Germany,DE,Baden-Württemberg,,1464,1464
Krummennaab,49.8167,12.0833,Germany,DE,Bavaria,,1464,1464
Brunn,49.0953,11.8972,Germany,DE,Bavaria,,1463,1463
Wört,49.0322,10.2725,Germany,DE,Baden-Württemberg,,1463,1463
Pracht,50.7631,7.6575,Germany,DE,Rhineland-Palatinate,,1462,1462
Hollstadt,50.3500,10.3000,Germany,DE,Bavaria,,1462,1462
Dähre,52.8006,10.9089,Germany,DE,Saxony-Anhalt,,1461,1461
Günzach,47.8167,10.4500,Germany,DE,Bavaria,,1460,1460
Grünenbach,47.6167,10.0167,Germany,DE,Bavaria,,1460,1460
Zarpen,53.8706,10.5181,Germany,DE,Schleswig-Holstein,,1459,1459
Lengenwang,47.7000,10.6000,Germany,DE,Bavaria,,1459,1459
Obernheim,48.1625,8.8617,Germany,DE,Baden-Württemberg,,1458,1458
Baiern,47.9500,11.9000,Germany,DE,Bavaria,,1457,1457
Kasseedorf,54.1667,10.7167,Germany,DE,Schleswig-Holstein,,1457,1457
Kleinsendelbach,49.6167,11.1667,Germany,DE,Bavaria,,1456,1456
Ostseebad Prerow,54.4469,12.5678,Germany,DE,Mecklenburg-Western Pomerania,,1455,1455
Laudenbach,49.7458,9.1761,Germany,DE,Bavaria,,1454,1454
Wölfis,50.8092,10.7794,Germany,DE,Thuringia,,1454,1454
Missen-Wilhams,47.6000,10.1167,Germany,DE,Bavaria,,1454,1454
Garstedt,53.2833,10.1500,Germany,DE,Lower Saxony,,1453,1453
Ruppertsberg,49.4003,8.1958,Germany,DE,Rhineland-Palatinate,,1452,1452
Kromsdorf,50.9989,11.3736,Germany,DE,Thuringia,,1449,1449
Hagenbüchach,49.5378,10.7728,Germany,DE,Bavaria,,1449,1449
Dersum,52.9603,7.2756,Germany,DE,Lower Saxony,,1449,1449
Limbach,50.5833,12.2500,Germany,DE,Saxony,,1448,1448
Wesseln,54.2000,9.0833,Germany,DE,Schleswig-Holstein,,1447,1411
Crawinkel,50.7833,10.7833,Germany,DE,Thuringia,,1446,1446
Weng,48.6667,12.3833,Germany,DE,Bavaria,,1445,1445
Schwarzach bei Nabburg,49.4106,12.2286,Germany,DE,Bavaria,,1445,1445
Sallgast,51.5886,13.8486,Germany,DE,Brandenburg,,1445,1445
Schönberg,53.6772,10.4350,Germany,DE,Schleswig-Holstein,,1444,1444
Schönecken,50.1556,6.4656,Germany,DE,Rhineland-Palatinate,,1443,1443
Niederrieden,48.0500,10.1833,Germany,DE,Bavaria,,1443,1443
Dexheim,49.8472,8.3167,Germany,DE,Rhineland-Palatinate,,1442,1442
Roigheim,49.3667,9.3333,Germany,DE,Baden-Württemberg,,1442,1442
Hemslingen,53.0873,9.5971,Germany,DE,Lower Saxony,,1442,1442
Saal,54.3105,12.4993,Germany,DE,Mecklenburg-Western Pomerania,,1442,1442
Friedelsheim,49.4467,8.2231,Germany,DE,Rhineland-Palatinate,,1441,1441
Roßbach,50.5750,7.4161,Germany,DE,Rhineland-Palatinate,,1441,1441
Wenzendorf,53.3500,9.7667,Germany,DE,Lower Saxony,,1440,1440
Waabs,54.5333,9.9833,Germany,DE,Schleswig-Holstein,,1440,1431
Hohenberg an der Eger,50.1000,12.2167,Germany,DE,Bavaria,,1439,1436
Karbach,49.8667,9.6333,Germany,DE,Bavaria,,1439,1439
Beckedorf,52.3442,9.3167,Germany,DE,Lower Saxony,,1438,1438
Langen,52.5417,7.4686,Germany,DE,Lower Saxony,,1438,1438
Bergen,52.8833,10.9667,Germany,DE,Lower Saxony,,1436,1436
Hornbach,49.1881,7.3692,Germany,DE,Rhineland-Palatinate,,1435,1427
Hartenstein,49.5958,11.5239,Germany,DE,Bavaria,,1434,1434
Enkirch,49.9831,7.1267,Germany,DE,Rhineland-Palatinate,,1434,1434
Außernzell,48.7167,13.2000,Germany,DE,Bavaria,,1433,1433
Wallmerod,50.4856,7.9517,Germany,DE,Rhineland-Palatinate,,1431,1431
Hohenleuben,50.7167,12.0500,Germany,DE,Thuringia,,1431,1431
Passow,53.1425,14.1139,Germany,DE,Brandenburg,,1431,1431
Gillenfeld,50.1297,6.9064,Germany,DE,Rhineland-Palatinate,,1430,1430
Obermehler,51.2701,10.5975,Germany,DE,Thuringia,,1430,1430
Lutzerath,50.1281,7.0042,Germany,DE,Rhineland-Palatinate,,1429,1429
Sonnen,48.6847,13.7236,Germany,DE,Bavaria,,1427,1427
Ziesendorf,53.9833,12.0333,Germany,DE,Mecklenburg-Western Pomerania,,1427,1427
Soderstorf,53.1417,10.1500,Germany,DE,Lower Saxony,,1427,1427
Binau,49.3667,9.0572,Germany,DE,Baden-Württemberg,,1426,1426
Seebach,48.5767,8.1761,Germany,DE,Baden-Württemberg,,1426,1426
Panker,54.3167,10.5667,Germany,DE,Schleswig-Holstein,,1426,1379
Niedertaufkirchen,48.3333,12.5500,Germany,DE,Bavaria,,1426,1426
Milmersdorf,53.1118,13.6415,Germany,DE,Brandenburg,,1426,1426
Oberostendorf,47.9333,10.7500,Germany,DE,Bavaria,,1425,1425
Wechingen,48.9000,10.6167,Germany,DE,Bavaria,,1425,1425
Gartow,53.0239,11.4575,Germany,DE,Lower Saxony,,1425,1425
Königsfeld,51.0639,12.7536,Germany,DE,Saxony,,1425,1425
Mehrstetten,48.3756,9.5667,Germany,DE,Baden-Württemberg,,1424,1424
Manderscheid,50.0919,6.8092,Germany,DE,Rhineland-Palatinate,,1423,1423
Trogen,50.3667,11.9333,Germany,DE,Bavaria,,1423,1423
Böttingen,48.1006,8.8047,Germany,DE,Baden-Württemberg,,1422,1422
Heeßen,52.2344,9.1067,Germany,DE,Lower Saxony,,1420,1420
Oberschwarzach,49.8667,10.4167,Germany,DE,Bavaria,,1420,1420
Schwarzhofen,49.3833,12.3500,Germany,DE,Bavaria,,1420,1420
Mehren,50.1772,6.8778,Germany,DE,Rhineland-Palatinate,,1418,1418
Mickhausen,48.2500,10.6167,Germany,DE,Bavaria,,1418,1418
Tülau,52.5831,10.8667,Germany,DE,Lower Saxony,,1418,1418
Offenstetten,48.8033,11.9063,Germany,DE,Bavaria,,1417,1417
Hainsfarth,48.9667,10.6167,Germany,DE,Bavaria,,1417,1417
Kakenstorf,53.3167,9.7667,Germany,DE,Lower Saxony,,1417,1417
Hetlingen,53.6092,9.6361,Germany,DE,Schleswig-Holstein,,1416,1416
Bollingstedt,54.6000,9.4167,Germany,DE,Schleswig-Holstein,,1416,1400
Stetten,48.0333,10.4333,Germany,DE,Bavaria,,1414,1414
Mariaposching,48.8333,12.8000,Germany,DE,Bavaria,,1414,1414
Bell,50.0619,7.4150,Germany,DE,Rhineland-Palatinate,,1414,1414
Gerdau,52.9667,10.4167,Germany,DE,Lower Saxony,,1413,1413
Rittersdorf,49.9978,6.4958,Germany,DE,Rhineland-Palatinate,,1412,1412
Wendelsheim,49.7667,8.0000,Germany,DE,Rhineland-Palatinate,,1412,1412
Wiedergeltingen,48.0167,10.6667,Germany,DE,Bavaria,,1411,1411
Wiltingen,49.6589,6.5900,Germany,DE,Rhineland-Palatinate,,1411,1411
Ladelund,54.8419,9.0264,Germany,DE,Schleswig-Holstein,,1410,1410
Erbes-Büdesheim,49.7544,8.0314,Germany,DE,Rhineland-Palatinate,,1409,1409
Kunreuth,49.6831,11.1500,Germany,DE,Bavaria,,1408,1408
Etzelwang,49.5333,11.5833,Germany,DE,Bavaria,,1408,1408
Clausen,49.2603,7.6764,Germany,DE,Rhineland-Palatinate,,1407,1407
Tappenbeck,52.4667,10.7500,Germany,DE,Lower Saxony,,1406,1406
Kellmünz,48.1167,10.1331,Germany,DE,Bavaria,,1406,1406
Schwenningen,48.6500,10.6500,Germany,DE,Bavaria,,1406,1406
Ganzlin,53.3842,12.2544,Germany,DE,Mecklenburg-Western Pomerania,,1406,1406
Estorf,53.5783,9.2053,Germany,DE,Lower Saxony,,1405,1405
Bonstetten,48.4333,10.7000,Germany,DE,Bavaria,,1404,1404
Todtenweis,48.5167,10.9333,Germany,DE,Bavaria,,1403,1403
Goldbeck,52.7167,11.8617,Germany,DE,Saxony-Anhalt,,1403,1403
Winklarn,49.4333,12.4833,Germany,DE,Bavaria,,1403,1403
Gammelshausen,48.6417,9.6503,Germany,DE,Baden-Württemberg,,1400,1400
Glashütten,49.8889,11.4486,Germany,DE,Bavaria,,1400,1400
Niederneisen,50.3389,8.0558,Germany,DE,Rhineland-Palatinate,,1400,1400
Wurmsham,48.3500,12.3333,Germany,DE,Bavaria,,1400,1400
Kastl,49.8167,11.9000,Germany,DE,Bavaria,,1399,1399
Kroppenstedt,51.9413,11.3085,Germany,DE,Saxony-Anhalt,,1399,1395
Mellingen,50.9436,11.3933,Germany,DE,Thuringia,,1395,1395
Nennslingen,49.0500,11.1333,Germany,DE,Bavaria,,1394,1394
Unteregg,47.9667,10.4667,Germany,DE,Bavaria,,1394,1394
Emersacker,48.5000,10.6667,Germany,DE,Bavaria,,1393,1393
Schwabsoien,47.8333,10.8333,Germany,DE,Bavaria,,1393,1393
Weiltingen,49.0167,10.4667,Germany,DE,Bavaria,,1392,1392
Sommersdorf,52.1667,11.0831,Germany,DE,Saxony-Anhalt,,1392,1392
Neutrebbin,52.6633,14.2275,Germany,DE,Brandenburg,,1392,1392
Breiholz,54.2144,9.5367,Germany,DE,Schleswig-Holstein,,1391,1391
Heiligenroth,50.4497,7.8650,Germany,DE,Rhineland-Palatinate,,1390,1390
Mielkendorf,54.2839,10.0422,Germany,DE,Schleswig-Holstein,,1390,1390
Stallwang,49.0500,12.6667,Germany,DE,Bavaria,,1390,1390
Dreis,49.9411,6.8172,Germany,DE,Rhineland-Palatinate,,1389,1389
Heinböckel,53.5719,9.3261,Germany,DE,Lower Saxony,,1389,1389
Appenheim,49.9297,8.0331,Germany,DE,Rhineland-Palatinate,,1388,1388
Hasloch,49.8000,9.5000,Germany,DE,Bavaria,,1388,1388
Tirpersdorf,50.4347,12.2542,Germany,DE,Saxony,,1388,1388
Kosel,54.5072,9.7567,Germany,DE,Schleswig-Holstein,,1388,1388
Langenhahn,50.5842,7.9197,Germany,DE,Rhineland-Palatinate,,1387,1387
Klausen,49.9058,6.8828,Germany,DE,Rhineland-Palatinate,,1387,1387
Gräfenhain,50.8197,10.7019,Germany,DE,Thuringia,,1387,1387
Schnürpflingen,48.2725,9.9931,Germany,DE,Baden-Württemberg,,1385,1385
Uchtspringe,52.5367,11.6067,Germany,DE,Saxony-Anhalt,,1385,1385
Taufkirchen,48.2000,12.5000,Germany,DE,Bavaria,,1385,1385
Neu Darchau,53.2290,10.8853,Germany,DE,Lower Saxony,,1383,1383
Urspringen,49.9000,9.6667,Germany,DE,Bavaria,,1382,1382
Kasbach-Ohlenberg,50.5875,7.2767,Germany,DE,Rhineland-Palatinate,,1381,1381
Mönchsdeggingen,48.7833,10.5833,Germany,DE,Bavaria,,1381,1381
Gossersweiler-Stein,49.1600,7.9306,Germany,DE,Rhineland-Palatinate,,1380,1380
Schweigen-Rechtenbach,49.0529,7.9561,Germany,DE,Rhineland-Palatinate,,1380,1380
Merxheim,49.7944,7.5622,Germany,DE,Rhineland-Palatinate,,1380,1380
Arzfeld,50.0889,6.2753,Germany,DE,Rhineland-Palatinate,,1380,1380
Otterwisch,51.2000,12.6167,Germany,DE,Saxony,,1380,1380
Winterhausen,49.7000,10.0167,Germany,DE,Bavaria,,1379,1379
Dabel,53.6667,11.9000,Germany,DE,Mecklenburg-Western Pomerania,,1379,1379
Basdahl,53.4415,9.0010,Germany,DE,Lower Saxony,,1379,1379
Stäbelow,54.0406,12.0217,Germany,DE,Mecklenburg-Western Pomerania,,1378,1378
Stralendorf,53.5833,11.3000,Germany,DE,Mecklenburg-Western Pomerania,,1377,1377
Stubenberg,48.3167,13.0833,Germany,DE,Bavaria,,1377,1377
Schloßvippach,51.1051,11.1452,Germany,DE,Thuringia,,1377,1377
Bubsheim,48.1194,8.8294,Germany,DE,Baden-Württemberg,,1376,1376
Marktschorgast,50.1000,11.6500,Germany,DE,Bavaria,,1376,1376
Wackerow,54.1036,13.3453,Germany,DE,Mecklenburg-Western Pomerania,,1376,1376
Hetzles,49.6333,11.1333,Germany,DE,Bavaria,,1374,1374
Weyerbusch,50.7158,7.5556,Germany,DE,Rhineland-Palatinate,,1373,1373
Elsnig,51.6108,12.9278,Germany,DE,Saxony,,1372,1372
Reichenbach-Steegen,49.5028,7.5364,Germany,DE,Rhineland-Palatinate,,1371,1371
Dellfeld,49.2311,7.4719,Germany,DE,Rhineland-Palatinate,,1370,1370
Staudernheim,49.7756,7.6886,Germany,DE,Rhineland-Palatinate,,1370,1370
Sterup,54.7300,9.7375,Germany,DE,Schleswig-Holstein,,1370,1370
Weidenstetten,48.5514,9.9942,Germany,DE,Baden-Württemberg,,1370,1370
Hamdorf,54.2256,9.5186,Germany,DE,Schleswig-Holstein,,1370,1370
Ötzingen,50.5022,7.8328,Germany,DE,Rhineland-Palatinate,,1369,1369
Lauben,48.0500,10.2833,Germany,DE,Bavaria,,1369,1369
Wipperdorf,51.4500,10.6667,Germany,DE,Thuringia,,1368,1368
Lindau,54.3667,9.9000,Germany,DE,Schleswig-Holstein,,1368,1368
Thomasburg,53.2333,10.6667,Germany,DE,Lower Saxony,,1368,1368
Eggenthal,47.9167,10.5167,Germany,DE,Bavaria,,1368,1368
Küsten,52.9831,11.0667,Germany,DE,Lower Saxony,,1368,1368
Rammenau,51.1500,14.1333,Germany,DE,Saxony,,1367,1339
Franzburg,54.1667,12.8667,Germany,DE,Mecklenburg-Western Pomerania,,1367,1367
Holte,53.3667,8.8331,Germany,DE,Lower Saxony,,1365,1365
Stützerbach,50.6350,10.8622,Germany,DE,Thuringia,,1364,1364
Schmiechen,48.2136,10.9647,Germany,DE,Bavaria,,1362,1362
Absberg,49.1436,10.8811,Germany,DE,Bavaria,,1361,1361
Wakendorf Zwei,53.7833,10.0833,Germany,DE,Schleswig-Holstein,,1360,1360
Lieberose,51.9831,14.3000,Germany,DE,Brandenburg,,1360,1340
Rümmelsheim,49.9344,7.8619,Germany,DE,Rhineland-Palatinate,,1358,1358
Paulinenaue,52.6770,12.7107,Germany,DE,Brandenburg,,1357,1357
Binswangen,48.5667,10.6500,Germany,DE,Bavaria,,1356,1356
Schonstett,47.9833,12.2500,Germany,DE,Bavaria,,1356,1356
Damshagen,53.9167,11.1500,Germany,DE,Mecklenburg-Western Pomerania,,1356,1356
Emkendorf,54.2608,9.8506,Germany,DE,Schleswig-Holstein,,1356,1356
Mertloch,50.2700,7.3056,Germany,DE,Rhineland-Palatinate,,1355,1355
Kirchdorf,48.1753,12.1958,Germany,DE,Bavaria,,1355,1355
Schwabstedt,54.3958,9.1872,Germany,DE,Schleswig-Holstein,,1354,1297
Üxheim,50.3419,6.7586,Germany,DE,Rhineland-Palatinate,,1354,1354
Bausendorf,50.0156,6.9978,Germany,DE,Rhineland-Palatinate,,1352,1352
Gräfendorf,50.1167,9.7500,Germany,DE,Bavaria,,1351,1351
Rückersdorf,51.5831,13.5667,Germany,DE,Brandenburg,,1350,1350
Pechbrunn,49.9667,12.1667,Germany,DE,Bavaria,,1350,1350
Kröppelshagen-Fahrendorf,53.4903,10.3169,Germany,DE,Schleswig-Holstein,,1349,1349
Anhausen,50.5011,7.5536,Germany,DE,Rhineland-Palatinate,,1349,1349
Sustrum,52.9167,7.2667,Germany,DE,Lower Saxony,,1349,1349
Burgpreppach,50.1417,10.6500,Germany,DE,Bavaria,,1347,1347
Abbesbüttel,52.3625,10.5631,Germany,DE,Lower Saxony,,1346,1346
Jungingen,48.3289,9.0425,Germany,DE,Baden-Württemberg,,1346,1346
Gröden,51.3997,13.5667,Germany,DE,Brandenburg,,1346,1346
Cornberg,51.0500,9.8667,Germany,DE,Hesse,,1346,1346
Brockel,53.1000,9.5167,Germany,DE,Lower Saxony,,1346,1346
Sommerach,49.8167,10.1833,Germany,DE,Bavaria,,1345,1345
Udenheim,49.8647,8.1717,Germany,DE,Rhineland-Palatinate,,1345,1345
Eddelak,53.9500,9.1500,Germany,DE,Schleswig-Holstein,,1345,1345
Bartenshagen-Parkentin,54.0833,11.9833,Germany,DE,Mecklenburg-Western Pomerania,,1345,1345
Zurow,53.8642,11.6144,Germany,DE,Mecklenburg-Western Pomerania,,1345,1345
Wildenberg,48.7333,11.9167,Germany,DE,Bavaria,,1343,1343
Malborn,49.7161,6.9878,Germany,DE,Rhineland-Palatinate,,1343,1343
Aichelberg,48.6378,9.5642,Germany,DE,Baden-Württemberg,,1342,1342
Ramerberg,48.0167,12.1500,Germany,DE,Bavaria,,1342,1342
Bösdorf,54.1333,10.4667,Germany,DE,Schleswig-Holstein,,1342,1342
Tuchenbach,49.5331,10.8667,Germany,DE,Bavaria,,1341,1341
Thüngen,49.9422,9.8594,Germany,DE,Bavaria,,1340,1340
Antdorf,47.7500,11.3000,Germany,DE,Bavaria,,1340,1340
Holzgünz,48.0167,10.2667,Germany,DE,Bavaria,,1339,1339
Obercunnersdorf,51.0311,14.6722,Germany,DE,Saxony,,1339,1339
Münchsteinach,49.6167,10.5833,Germany,DE,Bavaria,,1339,1339
Görisried,47.7000,10.5000,Germany,DE,Bavaria,,1338,1338
Etzbach,50.7783,7.6869,Germany,DE,Rhineland-Palatinate,,1337,1337
Flammersfeld,50.6478,7.5264,Germany,DE,Rhineland-Palatinate,,1337,1337
Wolmirsleben,51.9500,11.4833,Germany,DE,Saxony-Anhalt,,1337,1337
Domsühl,53.4833,11.7667,Germany,DE,Mecklenburg-Western Pomerania,,1337,1337
Deensen,51.8667,9.5667,Germany,DE,Lower Saxony,,1336,1336
Neuenkirchen,53.7778,8.8931,Germany,DE,Lower Saxony,,1334,1334
Golzow,52.2667,12.6161,Germany,DE,Brandenburg,,1334,1334
Erpolzheim,49.4892,8.2244,Germany,DE,Rhineland-Palatinate,,1333,1333
Kleinmaischeid,50.5117,7.6111,Germany,DE,Rhineland-Palatinate,,1333,1333
Stolpe,54.1167,10.2167,Germany,DE,Schleswig-Holstein,,1333,1333
Georgenberg,49.7036,12.4197,Germany,DE,Bavaria,,1333,1333
Grabowhöfe,53.5667,12.5833,Germany,DE,Mecklenburg-Western Pomerania,,1333,1333
Bächingen an der Brenz,48.5463,10.3128,Germany,DE,Bavaria,,1332,1332
Küllstedt,51.2758,10.2800,Germany,DE,Thuringia,,1332,1332
Wieseth,49.1667,10.4667,Germany,DE,Bavaria,,1332,1332
Lehmkuhlen,54.2333,10.3667,Germany,DE,Schleswig-Holstein,,1332,1278
Plech,49.6356,11.4692,Germany,DE,Bavaria,,1331,1322
Kadenbach,50.3889,7.7314,Germany,DE,Rhineland-Palatinate,,1330,1330
Pfaffen-Schwabenheim,49.8517,7.9528,Germany,DE,Rhineland-Palatinate,,1329,1329
Kirchworbis,51.4108,10.3972,Germany,DE,Thuringia,,1329,1329
Germannsdorf,48.6376,13.6714,Germany,DE,Bavaria,,1328,1328
Bokholt-Hanredder,53.7858,9.7178,Germany,DE,Schleswig-Holstein,,1327,1327
Westerhorn,53.8525,9.6797,Germany,DE,Schleswig-Holstein,,1326,1324
Gundremmingen,48.5000,10.4000,Germany,DE,Bavaria,,1326,1326
Niederdorf,50.7261,12.7875,Germany,DE,Saxony,,1324,1324
Hawangen,47.9667,10.2667,Germany,DE,Bavaria,,1324,1324
Kirchlauter,50.0442,10.7178,Germany,DE,Bavaria,,1324,1324
Haidmühle,48.8267,13.7753,Germany,DE,Bavaria,,1324,1324
Seulingen,51.5497,10.1667,Germany,DE,Lower Saxony,,1323,1323
Esthal,49.3831,7.9831,Germany,DE,Rhineland-Palatinate,,1323,1323
Hedersleben,51.8586,11.2522,Germany,DE,Saxony-Anhalt,,1322,1322
Gülzow,53.4422,10.4894,Germany,DE,Schleswig-Holstein,,1322,1322
Nübel,54.5667,9.5667,Germany,DE,Schleswig-Holstein,,1322,1297
Groß Wittensee,54.4064,9.7717,Germany,DE,Schleswig-Holstein,,1322,1322
Kasel,49.7611,6.7342,Germany,DE,Rhineland-Palatinate,,1321,1321
Güster,53.5417,10.6831,Germany,DE,Schleswig-Holstein,,1321,1321
Fünfstetten,48.8167,10.7667,Germany,DE,Bavaria,,1321,1321
Neubrück,52.3711,10.4175,Germany,DE,Lower Saxony,,1320,1320
Lauenhagen,52.3569,9.2092,Germany,DE,Lower Saxony,,1320,1320
Klein Rogahn,53.6000,11.3333,Germany,DE,Mecklenburg-Western Pomerania,,1320,1320
Trautskirchen,49.4500,10.5833,Germany,DE,Bavaria,,1320,1320
Wardow,53.9331,12.4167,Germany,DE,Mecklenburg-Western Pomerania,,1320,1320
Neuhausen,48.8623,12.8930,Germany,DE,Bavaria,,1320,1320
Polenz,51.0241,14.1854,Germany,DE,Saxony,,1320,1320
Didderse,52.3808,10.4025,Germany,DE,Lower Saxony,,1319,1319
Wollbach,50.3658,10.2236,Germany,DE,Bavaria,,1319,1319
Düngenheim,50.2586,7.1694,Germany,DE,Rhineland-Palatinate,,1319,1319
Dennheritz,50.8153,12.4611,Germany,DE,Saxony,,1319,1319
Richtenberg,54.2000,12.8667,Germany,DE,Mecklenburg-Western Pomerania,,1319,1319
Züssow,53.9667,13.5500,Germany,DE,Mecklenburg-Western Pomerania,,1319,1319
Geslau,49.3667,10.3147,Germany,DE,Bavaria,,1319,1319
Schöfweg,48.8333,13.2333,Germany,DE,Bavaria,,1318,1318
Buttelstedt,51.0742,11.3411,Germany,DE,Thuringia,,1317,1317
Häusern,47.7539,8.1694,Germany,DE,Baden-Württemberg,,1316,1316
Dingolshausen,49.9000,10.4000,Germany,DE,Bavaria,,1315,1315
Sachsenkam,47.8000,11.6500,Germany,DE,Bavaria,,1315,1315
Schnega,52.8831,10.8831,Germany,DE,Lower Saxony,,1315,1315
Lagesbüttel,52.3506,10.4589,Germany,DE,Lower Saxony,,1314,1314
Lehmen,50.2842,7.4539,Germany,DE,Rhineland-Palatinate,,1313,1313
Oberdolling,48.8333,11.5833,Germany,DE,Bavaria,,1313,1313
Baisweil,47.9500,10.5500,Germany,DE,Bavaria,,1313,1313
Burgwindheim,49.8333,10.6000,Germany,DE,Bavaria,,1313,1313
Hüffelsheim,49.8225,7.7986,Germany,DE,Rhineland-Palatinate,,1312,1312
Mehlmeisel,49.9761,11.8550,Germany,DE,Bavaria,,1312,1312
Kleinaitingen,48.2167,10.8333,Germany,DE,Bavaria,,1312,1312
Marktoffingen,48.9333,10.4833,Germany,DE,Bavaria,,1311,1311
Weselberg,49.3353,7.6075,Germany,DE,Rhineland-Palatinate,,1311,1311
Plötzkau,51.7500,11.6831,Germany,DE,Saxony-Anhalt,,1311,1311
Köngernheim,49.8456,8.2467,Germany,DE,Rhineland-Palatinate,,1310,1310
Untermaßfeld,50.5312,10.4150,Germany,DE,Thuringia,,1310,1310
Horstedt,53.1833,9.2333,Germany,DE,Lower Saxony,,1310,1310
Longuich,49.8081,6.7700,Germany,DE,Rhineland-Palatinate,,1309,1309
Reichenbach,49.1833,12.3500,Germany,DE,Bavaria,,1309,1309
Bell,50.3903,7.2347,Germany,DE,Rhineland-Palatinate,,1309,1309
Schneizlreuth,47.6833,12.8000,Germany,DE,Bavaria,,1309,1309
Rammingen,48.5181,10.1725,Germany,DE,Baden-Württemberg,,1307,1307
Halsenbach,50.1758,7.5506,Germany,DE,Rhineland-Palatinate,,1306,1306
Meddersheim,49.7769,7.6183,Germany,DE,Rhineland-Palatinate,,1306,1306
Reinhardtsdorf,50.9000,14.2000,Germany,DE,Saxony,,1306,1306
Reimlingen,48.8167,10.5167,Germany,DE,Bavaria,,1306,1306
Wewelsfleth,53.8439,9.4014,Germany,DE,Schleswig-Holstein,,1305,1305
Mödingen,48.6500,10.4333,Germany,DE,Bavaria,,1304,1304
Wallerfing,48.6833,12.8833,Germany,DE,Bavaria,,1303,1266
Bokensdorf,52.4978,10.7144,Germany,DE,Lower Saxony,,1300,1300
Schönstedt,51.1167,10.5667,Germany,DE,Thuringia,,1300,1300
Seelingstädt,50.7911,12.2425,Germany,DE,Thuringia,,1299,1299
Schafstedt,54.0667,9.3000,Germany,DE,Schleswig-Holstein,,1299,1299
Aislingen,48.5000,10.4500,Germany,DE,Bavaria,,1299,1299
Wiesthal,50.0333,9.4333,Germany,DE,Bavaria,,1298,1298
Großmachnow,52.2747,13.4647,Germany,DE,Brandenburg,,1298,1298
Grolsheim,49.9106,7.9167,Germany,DE,Rhineland-Palatinate,,1297,1297
Herschweiler-Pettersheim,49.4769,7.3497,Germany,DE,Rhineland-Palatinate,,1297,1297
Orenhofen,49.8969,6.6525,Germany,DE,Rhineland-Palatinate,,1297,1297
Gondershausen,50.1606,7.4914,Germany,DE,Rhineland-Palatinate,,1296,1296
Klettbach,50.9142,11.1500,Germany,DE,Thuringia,,1296,1296
Hammoor,53.7156,10.3239,Germany,DE,Schleswig-Holstein,,1295,1295
Herrngiersdorf,48.8000,12.0667,Germany,DE,Bavaria,,1295,1295
Gingst,54.4567,13.2581,Germany,DE,Mecklenburg-Western Pomerania,,1294,1294
Untergriesheim,49.2682,9.2238,Germany,DE,Baden-Württemberg,,1293,1293
Geroldshausen,49.6833,9.9000,Germany,DE,Bavaria,,1293,1293
Bruck,48.0167,11.9167,Germany,DE,Bavaria,,1293,1293
Trabitz,49.8017,11.8956,Germany,DE,Bavaria,,1293,1293
Katzhütte,50.5522,11.0533,Germany,DE,Thuringia,,1293,1293
Mogendorf,50.4944,7.7597,Germany,DE,Rhineland-Palatinate,,1291,1291
Berg im Gau,48.6333,11.2500,Germany,DE,Bavaria,,1290,1290
Großniedesheim,49.5747,8.3156,Germany,DE,Rhineland-Palatinate,,1289,1289
Seybothenreuth,49.8833,11.7167,Germany,DE,Bavaria,,1289,1289
Malching,48.3128,13.1883,Germany,DE,Bavaria,,1289,1289
Schwarzenborn,50.9167,9.4333,Germany,DE,Hesse,,1289,1289
Sankt Goarshausen,50.1547,7.7153,Germany,DE,Rhineland-Palatinate,,1288,1288
Obermarchtal,48.2339,9.5700,Germany,DE,Baden-Württemberg,,1288,1288
Biburg,48.8000,11.8667,Germany,DE,Bavaria,,1287,1287
Aufseß,49.8836,11.2283,Germany,DE,Bavaria,,1287,1287
Reinstorf,53.2344,10.5694,Germany,DE,Lower Saxony,,1287,1287
Holtsee,54.4000,9.8500,Germany,DE,Schleswig-Holstein,,1286,1270
Eppenbrunn,49.1161,7.5622,Germany,DE,Rhineland-Palatinate,,1286,1286
Altenkirchen,49.4422,7.3203,Germany,DE,Rhineland-Palatinate,,1285,1285
Höslwang,47.9542,12.3297,Germany,DE,Bavaria,,1285,1285
Helgoland,54.1825,7.8853,Germany,DE,Schleswig-Holstein,,1284,1284
Sulzfeld am Main,49.7000,10.1167,Germany,DE,Bavaria,,1284,1284
Heustreu,50.3500,10.2500,Germany,DE,Bavaria,,1284,1284
Vielank,53.2167,11.1167,Germany,DE,Mecklenburg-Western Pomerania,,1284,1284
Rümpel,53.7833,10.3500,Germany,DE,Schleswig-Holstein,,1283,1283
Balgheim,48.0667,8.7667,Germany,DE,Baden-Württemberg,,1282,1282
Bütthard,49.6000,9.8833,Germany,DE,Bavaria,,1281,1281
Oldenswort,54.3724,8.9403,Germany,DE,Schleswig-Holstein,,1281,1281
Waake,51.5581,10.0583,Germany,DE,Lower Saxony,,1280,1280
Gestratz,47.6500,9.9833,Germany,DE,Bavaria,,1280,1280
Kirchenpingarten,49.9217,11.7867,Germany,DE,Bavaria,,1280,1280
Wildsteig,47.7000,10.9500,Germany,DE,Bavaria,,1280,1280
Gemünden,49.8944,7.4775,Germany,DE,Rhineland-Palatinate,,1279,1279
Dudeldorf,49.9739,6.6364,Germany,DE,Rhineland-Palatinate,,1279,1279
